api_id,EFI vs Manual,EFI_Indicator_ID,CLIAR_ID,var_api,Indicator,variable,var_level,family_var,family_name,Status,Included in new version,Benchmarked CTF,new_family_name,reason for change,data_source,processing,description,To Invert,source,data_EFI_ID,version,FLAGGED,Check Source Result
,,WJP.ROL.3,,Open government,Open government,f5_opengov,indicator,vars_transp,"Anticorruption, transparency and accountability ",Removed,No,N/A,(removed),"This is an WJP Index (Factor 3), and the individual components are a better fit.",original,,Publicized laws & government data; Right to information; Civic participation; Complaint mechanisms.,,"World Justice Project, Rule of Law",WJP.ROL,GBID 1.0,,
,,WJP.ROL.5,,Order and security,Order and security,f3_security,indicator,vars_pol,Political ,Removed,No,N/A,(removed),"Removed due to revised fit: indicator weighting heavily crime, which does not fit in this family.",original,,Crime is effectively controlled; Civil conflict is effectively limited; People do not resort to violence to redress personal grievances.,,"World Justice Project, Rule of Law",WJP.ROL,GBID 1.0,,
3308,Manual,,,Other barriers to trade and investment,Other barriers to trade and investment,barriers_trade_oth,indicator,vars_mkt,Business environment and trade ,Removed,No,No,Business Environment and Trade Institutions,Discontinued,,,"Simple average of two components: (i) Discrimination of foreign firms with respect to taxes and subsidies, public procurement, entry regulation and appeal and procedure, (ii) Recognition of foreign regulations, use of international standards and international transparency of domestic regulation.",Yes,OECD Product Market Regulation Database,OECDWBG.PMR,GBID 1.0,,
,Manual,,WDI_SHXPDOOPCCHZS,Out-of-pocket expenditure (% of current health expenditure),Out-of-pocket expenditure (% of current health expenditure),,indicator,,,New addition,Yes,No,Service Delivery Institutions,,,,Share of out-of-pocket payments of total current health expenditures.  Out-of-pocket payments are spending on health directly out-of-pocket by households.,,WDI,,,,
,Manual,,WDI_SHXPDOOPCPPCD,"Out-of-pocket expenditure per capita, PPP (current international $)","Out-of-pocket expenditure per capita, PPP (current international $)",,indicator,,,New addition,Yes,No,Service Delivery Institutions,,,,Health expenditure through out-of-pocket payments per capita in international dollars at purchasing power parity.,,WDI,,,,
40991,,BS.SGI.124,,Party Financing,Party Financing,partyfinance,indicator,vars_pol,Political ,Removed,No,N/A,(removed),Small coverage (C=41) in a family that has indicators.,API,,"To what extent is private and public party financing and electoral campaign financing transparent, effectively monitored and in case of infringement of rules subject to proportionate and dissuasive sanction?",,Sustainable Governance Indicators,,GBID 1.0,,
,EFI,WB.PEFA.PI-2016-23,WB_PEFA_PI-2016-23,PEFA: PI-23 Payroll controls,Payroll controls,,indicator,,,New addition,Yes,Yes,Public Human Resource Management Institutions,,,,"How the payroll for public servants is managed, how changes are handled, and how consistency with personnel records management is achieved.",,Public Expenditure Financial Accountability,WB.PEFA,,,
27919,EFI,WJP.ROL.7.1,WJP_ROL_7_1,People can access and afford civil justice,People can access and afford civil justice,f7_civiljustice,indicator,vars_leg,Justice ,Maintained,Yes,Yes,Justice Institutions,,API,,"People can access & afford civil justice; Civil justice is free of discrimination; Civil justice is free of corruption; Civil justice is free of improper government influence; Civil justice is not subject to unreasonable delay; Civil justice is effectively enforced; Alternative dispute resolution mechanisms are accessible, impartial, and effective.",,"World Justice Project, Rule of Law",WJP.ROL,GBID 1.0,,
,EFI,WB.ENTERPRISESURVEYS.IC.FRM.INFRA.IN12,WB_ENTERPRISESURVEYS_IC_FRM_INFRA_IN12,Percent of firms identifying electricity as a major constraint,Percent of firms identifying electricity as a major constraint,,indicator,,,New addition,Yes,Yes,Service Delivery Institutions,,,,,,Enterprise Surveys,WB.ENTERPRISESURVEYS,,,
,Manual,,WDI_BXTRFPWKRDTGDZS,"Personal remittances, received (% of GDP)","Personal remittances, received (% of GDP)",,indicator,,,New addition,Yes,No,(other indicators),,,,"Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual: personal transfers and compensation of employees.",,WDI,,,,
,EFI,,WB_GTMI_PFM_MIS,,PFM Management Information Systems,,indicator,,,New addition,Yes,Yes (manual index?),Public Financial Management Institutions,,,"Sum of GTMI_I 5, 6, 7, 13 and 14. Rescaled from 0 to 1.","Index of PFM MIS. Consideres whether there's an operational FMIS (GTMI_I-5), a TSA (GTMI_I-6), a Tax MIS (GTMI_I-7), a DMS (GTMI_I-13), and a PIMS (GTMI_I-14) in place.",,CLIAR (based on GTMI),,,,
,Manual,,WDI_SHMEDPHYSZS,"Physicians (per 1,000 people)","Physicians (per 1,000 people)",,indicator,,,New addition,Yes,No,Service Delivery Institutions,,,,Physicians include generalist and specialist medical practitioners.,,WDI,,,,
,Manual,,RISE_RE_2,Planning for renewable energy expansion,Planning for renewable energy expansion,,indicator,,,New addition,Yes,Yes,Climate Change and Environment Institutions,,,,This indicator is created by weighing the sub-indicators: Is there an assessment of the role of renewables in electricity supply; Is there a target for renewables in electricity; Is there an assessment of the needs for heating and cooling in buildings and industry in the country and of how renewables can contribute; Is there a specific target for renewables for heating and cooling; Is there an assessment of the needs for heating and cooling in buildings and industry in the country and of how renewables can contribute; Is there a specific target for renewables for transport; How are Institutions meetings targets; Renewable energy in generaion and transmission planning; Resource data and sitting,,RISE,N/A,,,
41854,Manual,,VDEM_CORE_v2x_corr,Corruption ,Political Corruption ,corruption_vdem,indicator,vars_transp,"Anticorruption, transparency and accountability ",Maintained,Yes,Yes,Anticorruption Institutions,restructuring of institutional families,API,Invert,"How pervasive is political corruption? Clarification: The directionality of the V-Dem corruption index runs from less corrupt to more corrupt unlike the other V-Dem variables that generally run from less democratic to more democratic situation. The corruption index includes measures of six distinct types of corruption that cover both different areas and levels of the polity realm, distinguishing between executive, legislative and judicial corruption. Within the executive realm, the measures also distinguish between corruption mostly pertaining to bribery and corruption due to embezzlement. Finally, they differentiate between corruption in the highest echelons of the executive at the level of the rulers/cabinet on the one hand, and in the public sector at large on the other. The measures thus tap into several distinguished types of corruption: both ‘petty’ and ‘grand’; both bribery and theft; both corruption aimed and influencing law making and that affecting implementation. Aggregation: The index is arrived at by taking the average of (a) public sector corruption index (v2x_pubcorr); (b) executive corruption index (v2x_execorr); (c) the indicator for legislative corruption (v2lgcrrpt); and (d) the indicator for judicial corruption (v2jucorrdc). In other words, these four different government spheres are weighted equally in the resulting index. We replace missing values for countries with no legislature by only taking the average of a, b and d.",Yes,"V-Dem, Variety of Democracy database",VDEM.CORE,GBID 1.0,,
40986,EFI,FH.FIW.PR.RATING,FH_FIW_PR_RATING,Political Rights,Political Rights,e_fh_pr,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,API,8 - .x,"Freedom House is an independent watchdog organization dedicated to the expansion of freedom and democracy around the world. The report Freedom in the World is produced each year by a team of in-house and external analysts and expert advisers from the academic, think tank, and human rights communities. The data used in that report is shown here. Political Rights is measured on a one-to-seven scale, with one representing the highest degree of Freedom and seven the lowest",,Freedom House,FH.FIW,GBID 1.0,,
,Manual,,WDI_SIPOVGAPS,Poverty gap at $2.15 a day (2017 PPP) (%),Poverty gap at $2.15 a day (2017 PPP) (%),,indicator,,,New addition,Yes,No,(other indicators),,,,"Poverty gap at $2.15 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $2.15 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,WDI,,,,
,Manual,,WDI_SIPOVLMICGP,Poverty gap at $3.65 a day (2017 PPP) (%),Poverty gap at $3.65 a day (2017 PPP) (%),,indicator,,,New addition,Yes,No,(other indicators),,,,"Poverty gap at $3.65 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $3.65 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,WDI,,,,
,Manual,,WDI_SIPOVUMICGP,Poverty gap at $6.85 a day (2017 PPP) (%),Poverty gap at $6.85 a day (2017 PPP) (%),,indicator,,,New addition,Yes,No,(other indicators),,,,"Poverty gap at $6.85 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $6.85 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,WDI,,,,
,Manual,,WDI_SIPOVDDAY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,indicator,,,New addition,Yes,No,(other indicators),,,,"Poverty headcount ratio at $2.15 a day is the percentage of the population living on less than $2.15 a day at 2017 purchasing power adjusted prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.",,WDI,,,,
,Manual,,WDI_SIPOVLMIC,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),,indicator,,,New addition,Yes,No,(other indicators),,,,Poverty headcount ratio at $3.65 a day is the percentage of the population living on less than $3.65 a day at 2017 international prices.,,WDI,,,,
,Manual,,WDI_SIPOVUMIC,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),,indicator,,,New addition,Yes,No,(other indicators),,,,Poverty headcount ratio at $6.85 a day is the percentage of the population living on less than $6.85 a day at 2017 international prices.,,WDI,,,,
,Manual,,WDI_SIPOVNAHC,Poverty headcount ratio at national poverty lines (% of population),Poverty headcount ratio at national poverty lines (% of population),,indicator,,,New addition,Yes,No,(other indicators),,,,"National poverty headcount ratio is the percentage of the population living below the national poverty line(s). National estimates are based on population-weighted subgroup estimates from household surveys. For economies for which the data are from EU-SILC, the reported year is the income reference year, which is the year before the survey year.",,WDI,,,,
,Manual,,VDEM_CORE_v2pepwrgen,Power distributed by gender,Power distributed by gender,v2pepwrgen,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,,,"Is political power distributed according to gender? From ""Men have a near-monopoly on political power"" to ""Men and women have roughly equal political power"".",,"V-Dem, Variety of Democracy database",VDEM.CORE,GBID 1.0,,
42025,Manual,,VDEM_CORE_v2pepwrsoc,Power distributed by social group ,Power distributed by social group ,v2pepwrsoc,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,API,,"Is political power distributed according to social groups? From ""Political power is monopolized by one social group comprising a minority of the population"" to ""All social groups have roughly equal political power or there are no strong ethnic, caste, linguistic, racial, religious, or regional differences to speak of. Social group characteristics are not relevant to politics.""",,"V-Dem, Variety of Democracy database",VDEM.CORE,GBID 1.0,,
42026,Manual,,VDEM_CORE_v2pepwrses,Power distributed by socio-economic position ,Power distributed by socio-economic position ,v2pepwrses,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,API,,"Is political power distributed according to socioeconomic position? From ""Wealthy people enjoy a virtual monopoly on political power. Average and poorer people
have almost no influence."" to ""Wealthy people have no more political power than those whose economic status"".",,"V-Dem, Variety of Democracy database",VDEM.CORE,GBID 1.0,,
,EFI,WB.PEFA.PI-2016-21,WB_PEFA_PI-2016-21,PEFA: PI-21 Predictability of in-year resource allocation,Predictability of in-year resource allocation,,indicator,,,New addition,Yes,Yes,Public Financial Management Institutions,,,,The extent to which the central ministry of finance is able to forecast cash commitments and requirements and to provide reliable information on the availability of funds to budgetary units for service delivery.,,Public Expenditure Financial Accountability,WB.PEFA,,,
,EFI,RWB.PFI.INDEX,RWB_PFI_INDEX,Press Freedom Index - Score,Press Freedom Index,,indicator,,Social ,New addition,Yes,Yes,Social Institutions,,,,"The methodology is based on a definition of press freedom as “the ability of journalists as individuals and collectives to select, produce, and disseminate news in the public interest independent of political, economic, legal, and social interference and in the absence of threats to their physical and mental safety”. It uses five new indicators that shape the Index and provide a vision of press freedom in all its complexity: political context, legal framework, economic context, sociocultural context and safety. In the 180 countries and territories ranked by RSF, these indicators are evaluated on the basis of a quantitative tally of abuses against journalists and  media outlets, and a qualitative analysis based on the responses of hundreds of press freedom experts selected by RSF (including journalists, academics and human rights defenders) to more than 100 questions. Because of the change in methodology, care should be taken when comparing pre- and post-2021 rankings and scores.",,Press Freedom Index,RWB.PFI,,,
3311,Manual,,OECD_PMR_2018_2_1,Price controls,Price controls,price_controls,indicator,vars_service_del,SOE corporate governance,Maintained,Yes,Yes,SOE Corporate Governance,the last data is of 2018. Maintained but with big caveats** and can be removed,,,It measures whether tariffs are regulated and whether there are laws and regulations that limit competition. Higher values mean worse performance.,Yes,OECD Product Market Regulation Database,OECDWBG.PMR,,,
41189,EFI,WB.PEFA.PI-2016-24,WB_PEFA_PI-2016-24,Procurement,Procurement,pefa_procurement,indicator,vars_publ,Public sector performance ,Maintained,Yes,Yes,Public Financial Management Institutions,,API,,"PI-24. Based on Procurement monitoring, Procurement methods, Public access to procurement information, and Procurement complaints management.",,Public Expenditure Financial Accountability,WB.PEFA,GBID 2.0,,
,Manual,,VDEM_CORE_v2xcl_prpty,Property rights,Property rights,,indicator,,,New addition,Yes,Yes,Business Environment and Trade Institutions,"this is a replacement for the WEF variable that was discontinued. VDEM has better coverage than BTI, Heritage, and others.",,,"Question: Do citizens enjoy the right to private property? Clarification: Private property includes the right to acquire, possess, inherit, and sell private property, including land. Limits on property rights may come from the state which may legally limit rights or fail to enforce them; customary laws and practices; or religious or social norms. This question concerns the right to private property, not actual ownership of property.
",,"V-Dem, Variety of Democracy database",VDEM.CORE,,,
633,,WEF.GCI.EOSQ051,,Property rights (WEF),Property rights (WEF),property_rights,indicator,vars_mkt,Business environment and trade ,Removed,No,N/A,(removed),the data has been discontinued,API,,"In your country, to what extent are property rights, including financial assets, protected? [1 = not at all; 7 = to a great extent]",,World Economic Forum Global Competitiveness Index,,GBID 1.0,,
40953,,WEF.GCIHH.EOSQ098,,"Protection of minority shareholders interests, 1-7 (best)","Protection of minority shareholders interests, 1-7 (best)",wef_minority,indicator,vars_mkt,Business environment and trade ,Removed,No,N/A,(removed),the data has been discontinued,API,,"In your country, to what extent are the interests of minority shareholders protected by the legal system? [1 = not protected at all; 7 = fully protected]",,World Economic Forum Global Competitiveness Index,,GBID 1.0,,
41127,EFI,WB.PEFA.PI-2016-09,WB_PEFA_PI-2016-09,Public access to information,Public access to information,pefa_info,indicator,vars_transp,"Anticorruption, transparency and accountability ",Maintained,Yes,Yes,Transparency and Accountability Institutions,restructuring of institutional families,API,,The comprehensiveness of fiscal information available to the public based on specified elements of information to which public access is considered critical.,,Public Expenditure Financial Accountability,WB.PEFA,GBID 1.0,,
,Manual,,WDI_DTTDSDPPGGNZS,Public and publicly guaranteed debt service (% of GNI),Public and publicly guaranteed debt service (% of GNI),,indicator,,,New addition,Yes,No,(other indicators),,,,"Public and publicly guaranteed debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term obligations of public debtors and long-term private obligations guaranteed by a public entity.",,WDI,,,,
41137,EFI,WB.PEFA.PI-2016-12,WB_PEFA_PI-2016-12,Public asset management,Public asset management,pefa_asset,indicator,vars_publ,Public sector performance ,Maintained,Yes,Yes,Public Financial Management Institutions,,API,,"PI-12 Public asset management. Based on Financial asset monitoring, Nonfinancial asset monitoring, and Transparency of asset disposal.",,Public Expenditure Financial Accountability,WB.PEFA,GBID 2.0,,
,EFI,WB.PEFA.PI-2016-11,WB_PEFA_PI-2016-11,PEFA: PI-11 Public investment management,Public investment management,,indicator,,,New addition,Yes,Yes,Public Financial Management Institutions,,,,"The extent to which the government conducts economic appraisals, selects, projects the costs, and monitors the implementation of public investment projects, with emphasis on the largest and most significant projects.",,Public Expenditure Financial Accountability,WB.PEFA,,,
,Manual,,RISE_EE_4_3,Public procurement of energy efficiency products,Public procurement of energy efficiency products,,indicator,,,New addition,Yes,Yes,Public Financial Management Institutions,,,,,,RISE,N/A,,,
New indicator,EFI,WB.WWBI.BI.EMP.FRML.PB.ZS,WB_WWBI_BI_EMP_FRML_PB_ZS,"Public sector employment, as a share of formal employment","Public sector employment, as a share of formal employment",NA,indicator,NA,NA,New addition,Yes,No,Public Human Resource Management Institutions,,NA,NA,"Number of public sector paid employees/ Number of formal employees. Formal employment is defined by having access to at least one of following benefits (contract, health insurance, union membership, or social security)",,WWBI,WB.WWBI,,,
New indicator,EFI,WB.GTMI.PSDI,WB_GTMI_PSDI,Public Service Delivery Index (PSDI),Public Service Delivery Index (PSDI),NA,indicator,NA,NA,New addition,Yes,Yes,Digital and Data Institutions,,NA,NA,"The Public Service Delivery Index (9 indicators) measures the maturity of online public service portals, with a focus on citizen centric design and universal accessibility.",,GTMI,,,,
41322,,WEF.GCIHH.EOSQ041,,"Public trust in politicians, 1-7 (best)","Public trust in politicians, 1-7 (best)",trust_pol,indicator,vars_social,Social ,Removed,No,N/A,(removed),has been discontinued,API,,"In your country, how do you rate the ethical standards of politicians? [1 = extremely low; 7 = extremely high] | 2016–17 weighted average",,World Economic Forum Global Competitiveness Index,,GBID 2.0,,
27885,EFI,WJP.ROL.3.1,WJP_ROL_3_1,Publicized laws and government data,Publicized laws and government data,wjp_public,indicator,vars_transp,"Anticorruption, transparency and accountability ",Maintained,Yes,Yes,Transparency and Accountability Institutions,restructuring of institutional families,API,,"Measures whether basic laws and information on legal rights are publicly available, presented in plain language, and made accessible in all languages used in the country or jurisdiction. It also measures the quality and accessibility of information published by the government in print or online, and whetheradministrative regulations, drafts of legislation, and high court decisions are made accessible to the public in a timely manner",,"World Justice Project, Rule of Law",WJP.ROL,GBID 1.0,,
,Manual,,WDI_SEPRMENRLTCZS,"Pupil-teacher ratio, primary","Pupil-teacher ratio, primary",,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Primary school pupil-teacher ratio is the average number of pupils per teacher in primary school.,,WDI,,,,
,Manual,,WDI_SESECENRLTCZS,"Pupil-teacher ratio, secondary","Pupil-teacher ratio, secondary",,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Secondary school pupil-teacher ratio is the average number of pupils per teacher in secondary school.,,WDI,,,,
,Manual,,WDI_SETERENRLTCZS,"Pupil-teacher ratio, tertiary","Pupil-teacher ratio, tertiary",,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Tertiary school pupil-teacher ratio is the average number of pupils per teacher in tertiary school.,,WDI,,,,
,EFI,WJP.ROL.6,WJP_ROL_6,Regulatory enforcement,Regulatory enforcement,f6_regulatoryenf,indicator,vars_publ,Public sector performance ,Reassigned,Yes,Yes,Business Environment and Trade Institutions,restructuring of institutional families,original,,Government regulations are effectively enforced; Government regulations are applied & enforced without improper influence; Administrative proceedings are conducted without unreasonable delay; Due process is respected in administrative proceedings; The government does not expropriate without lawful process & adequate compensation.,,"World Justice Project, Rule of Law",WJP.ROL,GBID 1.0,,
,EFI,WB.GIRG.6,WB_GIRG_6,Regulatory governance,Regulatory governance,regulatory_governance,indicator,vars_publ,Public sector performance ,Maintained,Yes,No,(other indicators),,original,,It captures how policymakers interact with stakeholders when shaping regulations affecting business communities. It considers: publication of forward regulatory plans; consultation on proposed regulations; report back on the results of that consultation process; conduct regulatory impact assessment; laws are made publicly accessible.,,"World Bank, Global Indicators of Regulatory Governance database",,GBID 1.0,,
3328,Manual,,,Regulatory protection of incumbents,Regulatory protection of incumbents,protection_incumbents,indicator,vars_mkt,Business environment and trade ,Removed,No,No,Business Environment and Trade Institutions,Discontinued,,,"Simple average of three components: (i) Pervasiveness of barriers to entry in 30 business sectors as a share of sectors in which there are explicit legal limitations on the number of competitors, (ii) Scope of exemptions from competition law for public enterprises, (iii) Entry barriers in 8 network sectors (gas, electricity, water, rail transport, air transport, road freight transport, postal services and telecommunication) and degree of vertical separation in 3 network sectors (gas, electricity and rail transport).",Yes,OECD Product Market Regulation Database,OECDWBG.PMR,GBID 1.0,,
41167,EFI,WB.PEFA.PI-2016-19,WB_PEFA_PI-2016-19,Revenue administration,Revenue administration,pefa_revenue,indicator,vars_publ,Public sector performance ,Maintained,Yes,Yes,Public Financial Management Institutions,,API,,"PI-19 Revenue administration. Based on Rights and obligations for revenue measures, Revenue risk management, Revenue audit and investigation, Revenue arrears monitoring.",,Public Expenditure Financial Accountability,WB.PEFA,GBID 2.0,,
,Manual,,WDI_GCREVXGRTGDZS,"Revenue, excluding grants (% of GDP)","Revenue, excluding grants (% of GDP)",,indicator,,,New addition,Yes,No,(other indicators),,,,"Revenue is cash receipts from taxes, social contributions, and other revenues such as fines, fees, rent, and income from property or sales. Grants are also considered as revenue but are excluded here.",,WDI,,,,
27470,,POLITY5.PRC.polity2,,Revised Combined Polity Score,Revised Combined Polity Score,e_p_polity,indicator,vars_pol,Political ,Removed,No,N/A,(removed),"Not updated. If they update, we can add it back again. Replace with another ""overall democracy"" score?",API,"ifelse(e_p_polity < -10, NA, e_p_polity)","The Autocracy indicator and the Democracy indicator range between 0 and 10. Autocracy is defined operationally in terms of the presence of a distinctive set of political characteristics: restriction or suppression of competitive political participation; chief executives chosen in a regularized process of selection within the political elite; few institutional constraints on the executive. The Democracy indicator is derived from codings of the competitiveness of political participation (PARCOMP), the openness and competitiveness of executive recruitment (XROPEN and XRCOMP), and constraints on the chief executive (XCONST).",,Polity IV,,GBID 1.0,,
27889,EFI,WJP.ROL.3.2,WJP_ROL_3_2,Right to information,Right to information,right_to_info,indicator,vars_transp,"Anticorruption, transparency and accountability ",Maintained,Yes,Yes,Transparency and Accountability Institutions,restructuring of institutional families,API,,"Measures whether requests for information held by a government agency are granted, whether these requests are granted within a reasonable time period, if the information provided is pertinent and complete, and if requests for information are granted at a reasonable cost and without having to pay a bribe. It also measures whether people are aware of their right to information, and whether relevant records are accessible to the public upon request. Coded from 0 to 1, with higher scores indicating stronger rights.",,"World Justice Project, Rule of Law",WJP.ROL,GBID 1.0,,
42084,Manual,,VDEM_CORE_v2clrspct,Rigorous and impartial public administration ,Rigorous and impartial public administration ,v2clrspct,indicator,vars_publ,Public sector performance ,Maintained,Yes,Yes,Public Human Resource Management Institutions,,API,,"Question: Are public officials rigorous and impartial in the performance of their duties? Responses: 0: The law is not respected by public officials. Arbitrary or biased administration of the law is rampant. 1: The law is weakly respected by public officials. Arbitrary or biased administration of the law is widespread. 2: The law is modestly respected by public officials. Arbitrary or biased administration of the law is moderate. 3: The law is mostly respected by public officials. Arbitrary or biased administration of the law is limited. 4: The law is generally fully respected by the public officials. Arbitrary or biased administration of the law is rare. Clarification This question focuses on the extent to which public officials generally abide by the law and treat like cases alike; or, conversely, the extent to which public administration is characterized by arbitrariness and bias (i.e. nepotism, cronyism or discrimination). The question covers the public officials who handle the cases of ordinary people. If no functioning public administration exists, the lowest score (0) applies. ",,"V-Dem, Variety of Democracy database",VDEM.CORE,GBID 1.0,,
3309,Manual,,OECD_PMR_2018_1_1,Scope of state-owned enterprises,Scope of state-owned enterprises,scopeofstateownedenterprises,indicator,vars_service_del,SOE corporate governance,Maintained,Yes,Yes,SOE Corporate Governance,the last data is of 2018. Maintained but with big caveats** and can be removed,,,"It measures whether the government controls at least one firm in a number of business sectors, with a higher weight given to the key network sectors on which the PMR exercise focuses.",Yes,OECD Product Market Regulation Database,OECDWBG.PMR,,Not clear if higher is bad or good,
28775,EFI,BS.BTI.Q3.1 ,BS_BTI_Q3_1 ,Separation of powers,Separation of powers,bti_separation,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,API,,To what extent is there a working separation of powers (checks and balances)?,,Bertelsmann Transformation Index,BS.BTI,GBID 1.0,,
,Manual,,WDI_NVSRVTOTLZS,"Services, value added (% of GDP)","Services, value added (% of GDP)",,indicator,,,New addition,Yes,No,(other indicators),,,,"Services correspond to ISIC divisions 50-99 and they include value added in wholesale and retail trade (including hotels and restaurants), transport, and government, financial, professional, and personal services such as education, health care, and real estate services. Also included are imputed bank service charges, import duties, and any statistical discrepancies noted by national compilers as well as discrepancies arising from rescaling. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The industrial origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 3 or 4.",,WDI,,,,
,Manual,,WDI_DTDODDSTCXPZS,"Short-term debt (% of exports of goods, services and primary income)","Short-term debt (% of exports of goods, services and primary income)",,indicator,,,New addition,Yes,No,(other indicators),,,,Short-term external debt is defined as debt that has an original maturity of one year or less. Available data permit no distinction between public and private nonguaranteed short-term debt.,,WDI,,,,
,Manual,,WDI_DTDODDSTCZS,Short-term debt (% of total external debt),Short-term debt (% of total external debt),,indicator,,,New addition,Yes,No,(other indicators),,,,"Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Total external debt is debt owed to nonresidents repayable in currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt.",,WDI,,,,
,Manual,,WDI_DTDODDSTCIRZS,Short-term debt (% of total reserves),Short-term debt (% of total reserves),,indicator,,,New addition,Yes,No,(other indicators),,,,Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Total reserves includes gold.,,WDI,,,,
,Manual,,WDI_GCREVSOCLZS,Social contributions (% of revenue),Social contributions (% of revenue),,indicator,,,New addition,Yes,No,(other indicators),,,,"Social contributions include social security contributions by employees, employers, and self-employed individuals, and other contributions whose source cannot be determined. They also include actual or imputed contributions to social insurance schemes operated by governments.",,WDI,,,,
,Manual,,WB_ASPIRE_COVERAGE,Coverage (%) -All Social Protection and Labor ,Social Protection Coverage,NA,indicator,NA,NA,New addition,Yes,Yes,Service Delivery Institutions,,NA,NA,,,ASPIRE,,,,
New indicator,Manual,,spi_std_and_methods,Standards and Methods,Standards and Methods,NA,indicator,NA,NA,New addition,Yes,Yes,Digital and Data Institutions,,NA,NA,"This set of indicators is based on countries’ use of internationally accepted and recommended methodologies, classifications and standards regarding data integration. These indicators help facilitate data exchange and provide the foundation for the preparation of relevant statistical indicators. The following methods and standards are considered: System of national accounts in use, National Accounts base year, Classification of national industry, CPI base year, Classification of household consumption, Classification of status of employment, Central government accounting status, Compilation of government finance statistics, Compilation of monetary and financial statistics, Business process. Further work could improve the validity of this indicator and reduce the risk that countries may be incentivized to adopt only traditional standards and methods and neglect innovative solutions that may be more valid in the current context.",,SPI,,,,
28780,EFI,BS.BTI.Q1.2 ,BS_BTI_Q1_2 ,State identity,State identity,bti_identity,indicator,vars_social,Social ,Maintained,Yes,Yes,Social Institutions,,API,,To what extent do all relevant groups in society agree about citizenship and accept the nation-state as legitimate?,,Bertelsmann Transformation Index,BS.BTI,,,
28782,,,,Steering Capability,Steering Capability,steering_capability,indicator,vars_publ,Political ,Removed,No,N/A,(removed),,API,,To what extent does the government manages reforms effectively and can achieve its policy priorities?,,Bertelsmann Transformation Index,BS.BTI,GBID 1.0,,
,,,,Supervision efficiency-banking,Supervision efficiency-banking,efficiency_superv_bank,indicator,vars_fin,Financial market ,Removed,No,N/A,(removed),"the last data is from 2016, it looks like it has been discontinued",original,,Efficiency of the banking supervisory authority. Perception data collected through questionnaires. Answers range from 0 (minimum score) to 4 (maximum score).,,Institutional Profiles Database,,GBID 1.0,,
,,,,Supervision efficiency-financial,Supervision efficiency-financial,efficiency_superv_fin,indicator,vars_fin,Financial market ,Removed,No,N/A,(removed),"the last data is from 2016, it looks like it has been discontinued",original,,"Efficiency of the financial market supervisory authority.	Perception data collected through questionnaires. Answers range from 0 (minimum score) to 4 (maximum score).",,Institutional Profiles Database,,GBID 1.0,,
,Manual,,WDI_GCTAXTOTLGDZS,Tax revenue (% of GDP),Tax revenue (% of GDP),,indicator,,,New addition,Yes,No,(other indicators),,,,"Tax revenue refers to compulsory transfers to the central government for public purposes. Certain compulsory transfers such as fines, penalties, and most social security contributions are excluded. Refunds and corrections of erroneously collected tax revenue are treated as negative revenue.",,WDI,,,,
